text,label
ابغا كبسة حجم كبير,X ItemName X ItemSize
ابغى الحساب حقي,X X X
عندي طلب,X X
الاختيار الأول,X X
كوتن,X
خليني انتقل للقائمة الرئيسية,X X X X
طلبي له ساعة اتصل عليهم يقولون يبغالك نص ساعة زيادة,X X X X X X X X X X
عاوز الاختيار الثاني,Include X X
كنت حابب اغير لغة التواصل الى الانجليزية,X X X X X X Language
اعرضلي الحاجات الي طلبتها,X X X X
فيني الغي هاد الوجبة العائلية,X X X ItemName ItemName
ابي احط رقم جوال ثاني,X X X X X
ما حدا وصل لاهلأ,X X X X
محتاج اراجع على الاوردر,X X X X
بلكي تعطيني الاوردرات السابقة,X X X X
بدي اعرف شو الوجبات يلي موجودة بمطعم ستيك أوت,X X X X X X X X X
هاكتب عنواني,X X
عايز استفسر عن شيء,X X X X
ممكن ارجع للمنيو,X X X
قدم لي المنيو الاساسي,X X X X
كيفاش احذف رقم الموبايل,X X X X
خليني اسألك عا شي,X X X X
لماذا هناك تاخير,X X X
فيني ارجع للمنيو بليز,X X X X
اعرضلي المعجنات,X MenuName
عاوز افتح قائمة تغيير البيانات,X X X X X
الافيك عنواني الجديد,X X X
اكسترا,X
بدياك تفرجيني قائمة الطلبات السابقة,X X X X X
ابا اذهب للقائمة الرئيسية حياك,X X X X X
ممكن اغير عنواني,X X X
فيني اتتبع الطلبات,X X X
ودى اتفرج على منيو البيك,X X X X X
بدي شوف ايش عندكن من البيتزا,X X X X X MenuName
فيني اطلب 3 ساندوتشات برجر مع سلطة سيزر,X X itemnumber ItemName ItemName Include Topping_Include Topping_Include
عايزة اشوف الطلبات القديمة,X X X X
خليني اتكلم مع انسان,X X X X
عنواني لجديد,X X
اقدر اروح على القائمة الرئيسية,X X X X X
عايزة وجبة ماك راب لو سمحت,X ItemName ItemName ItemName X X
الحادي عشر,X X
القديم البيت تركت لانو البيت عنوان غير بدي,X X X X X X X X
ابيها متوسطة,X ItemSize
لساتو ما وصل الاوردر,X X X X
سويلي اوردر بيتزا سوبر سوبريم ستافد كراست من غير بصل,X X ItemName ItemName ItemName X X Exclude Exclude Topping_Exclude
صغفف,X
عايزة اشوف الطلبات السابقة,X X X X
بطاطس محمرة,ItemName ItemName
من فضلك معاد الاوردر فاضلوا قد ايه,X X X X X X X
قائمة الطعام من فضلك,X X X X
معلش ممكن تضيفلي الرقم 4544545455,X X X X phone
فيك تعدل عنوان البيت تبعي,X X X X X
كان بدي الهابي ميل,X X ItemName ItemName
وين الاوردر متاعي,X X X
فرجيني قائمة الطعام اذا بتريد,X X X X X
بلكى تخبونى بمحتويات الاوردر السابق,X X X X X
الحساب عمل كام,X X X
كيف بسجل بياناتي,X X X
فيني حدد عنوان البيت,X X X X
ما اجا للحين,X X X
يمته بيوصل الأكل,X X X
عايز اعرف الاكل بياخد وقت اد ايه,X X X X X X X
لقد استبدلت رقم هاتفي,X X X X
تحديد اللغة العربية,X X Language
خليني الغي العنوان تبعي,X X X X
السلام عليكم,X X
بغيت الفاتورة,X X
لدي عنوان اخر,X X X
كنت عايزه الحجم الوسط,X X X ItemSize
عايزة 3 بيبيروني بيتزا,X itemnumber ItemName MenuName
ممكن تساعدني اطلب الاوردر,X X X X
اريد متابعة الطلبات,X X X
عايز اشوف الكارت بتاعي لو سمحت,X X X X X X
الحساب كدا كام,X X X
توحشتك بزاف,X X
اطلبلي 2 تشيكن برجر و زود الصوص,X itemnumber ItemName ItemName X Include Topping_Include
احضر لي الفاتورة,X X X
راح ادخل رقمي الخاص الجديد,X X X X X
عايز اشوف المنيو الأساسي,X X X X
ازاى بقدر اتحدث مع بنى ادم,X X X X X X
هدى رقم الموبايل,X X X
عايز اسجل عنوان منزلي,X X X X
ممكن اشوف قائمة الطعام,X X X X
ابى التطلع على اوردر عنوانه85475,X X X X OrderNumber
بدي حدا من خدمة العملاء بليز,X X X X X X
كنت عايز الحجم كبير,X X X ItemSize
خليني اتكلم مع انسان,X X X X
ابا شوف شو الأكل الي موجود,X X X X X X
الاوردر ما اجا,X X X
هذا هو رقم الهاتف الخلوى الجديد حقى 01548756258,X X X X X X X phone
بدي طبق فرايز مع بيبسي,X ItemName ItemName Include Topping_Include
عاوز اشوف الاوردر المعتاد,X X X X
حابب اشوف قوائم الاكل فى مدينه مراكش,X X X X X X X
فيني اطلع بالكارت,X X X
ما عم يظبط معي الأوردر,X X X X X
ابغى اضيف رقم ثاني لان الجوال المسجل عندكم مغلق حاليا,X X X X X X X X X X
ورينى اخر اوردر طلبته,X X X X
الاكل هستلمه امتى,X X X
بدياك تورينى منيوهات الاطفال فى ماكدونالدز,X X X X X X
خليني اشيل وجبة الميجا,X X ItemName ItemName
هختار الرابعة,Include Topping_Include
بليز فيك تغيرلي ارقامي المسجلة عندكون,X X X X X X
عايز اضيف عنوان الشغل لتوصيل الطلب,X X X X X X
اطلبلي 3 سلطة,X itemnumber ItemName
قيك تسويلي وجبة السوبر ستار من دون طماطم,X X PredefinedMealName PredefinedMealName PredefinedMealName Exclude Exclude Topping_Exclude
ممكن الحجم الكبير,X X ItemSize
شو الخطوة يلي جاية,X X X X
بدي اطلب 3 بيج ماك و 2 بيتزا,X X itemnumber ItemSize ItemName X X X
عايز اتابع الأكل,X X X
صار فيك تتابعلي الاوردر,X X X X
فاضل قد ايه عالأوردر,X X X X
وريني الاوردر مرة اخرى,X X X X
لوين صار الاوردر,X X X
مرحبا بك,X X
عايزة اشوف الاوردرات المتسجلة,X X X X
هاطلب باستا فراخ كرسبي مع الجبنة السائحة,X ItemName ItemName ItemName Include Topping_Include Topping_Include
فيك تحذف عنواني المسجل بليز,X X X X X
فيني انتقل للخطوة الأخيرة,X X X X
شطل,X
بيكفي هيك بدي الحساب,X X X X
ريسبيسبق خنللاسي,X X
كنت عايزة اطلب جراند تشيكن ساندوتش مع صوص الجبنة,X X X ItemName ItemName ItemName Include Topping_Include Topping_Include
خليني بلش اتحدث مع خدمة عملاء بليز,X X X X X X X
اريد مسح العنوان المسجل و اضافة اخر,X X X X X X X
اعرضلي منيو الفكة في ماكدونالدز,X X X X X
احذفلي الوجبة العائلية,X ItemName ItemName
زود 3 اوريجينال انجوس منغير طماطم لو سمحت,X itemnumber ItemName ItemName Exclude Topping_Exclude X X
فيني اخذ الفاتورة حجي,X X X X
عايزة اشوف اوردراتي المتسجلة,X X X X
بدي اطلب 2 بيتزا بيبروني كبار معهم كاتشب بليز,X X itemnumber ItemName ItemName ItemSize Include Topping_Include X
فيني راجع الاوردر اذا بتريد,X X X X X
ممكن تطلبي وجبة الليتل تيستي,X X ItemName ItemName ItemName
اذا بدك تجهزلي الفاتورة,X X X X
كيف اقوم بادخال العنوان,X X X X
حكيني بالعربية,X Language
داير ضيف وجبة كوارتر باوندر,X X ItemName ItemName ItemName
خضار سوتيه,ItemName ItemName
كيفاش عدل رقم الموبايل تبعي,X X X X X
ابا عدل العنوان,X X X
ابغا اتطلع على اوردرى السابق المعنون ب 83398,X X X X X X X OrderNumber
وريني ايه الي موجود النهاردة,X X X X X
احتاج الى تبديل اللغة,X X X X
محتاجة اشوف الكارت,X X X
مع بيبسي,Include Topping_Include
عايز احدد محل الاقامة من فضلك,X X X X X X
كنت عايز اشوف طلبي المفضل,X X X X X
كنت عايزة اسجل عنوان البيت,X X X X X
انا بدي غير اللغة,X X X X
ودى استفسر عن شئ,X X X X
فيني احاكيك باللغة العربية,X X X Language
كفتة,X
عايز تبعتلي ملخص الاوردر بتاعي لو تسمح,X X X X X X X
بدي 3 فرايز حجم كبير بليز,X itemnumber ItemName X ItemSize X
اريد ان اطلع على الاوردرات السابقة,X X X X X X
ممكن احذف عنواني,X X X
ياليت ترسللي القائمة الرئيسية,X X X X
عاوز اعرف الاوردر بيوصل في قد ايه,X X X X X X X
محتاج اسأل عن حاجة,X X X X
ممكن تعدلى رقم الفون بتاعى للرقم 998658340,X X X X X X phone
هياخد قد ايه,X X X
عايز الشيك من فضلك,X X X X
ابي صامونة دياي دوارية سوهالي كت,X ItemName ItemName ItemSize X X
ابغى اشوف الأوردر,X X X
ليش غاب الاوردر 50041 كتير,X X X OrderNumber X
الحي يلي بسكن فيه,X X X X
كيفك ممكن تساعدنى,X X X
عايزة ازود وجبة ليتل تيستي,X X ItemName ItemName ItemName
واشراك,X
خدلي الاوردر ده 3 بيتزا بيبروني مع باكت فرايز كبير,X X X itemnumber ItemName ItemName Include Topping_Include Topping_Include ItemSize
زودلي وجبة التوفير لو سمحت,X ItemName ItemName X X
امسحلي وجبة الميجا ماك,X ItemName ItemName ItemName
ماتحول لى اللغه الى اللغه الانجليزيه,X X X X X Language
وريني المنيو,X X
اتمنى منك تفرجينى مكان الاوردر بتاعى,X X X X X X
ممكن اتواصل معاكم برقم اخر,X X X X X
ابغا نتفرج على الاوردر وينو تويكا,X X X X X X
عاوز اتواصل مع انسان,X X X X
كان بدي الهابي ميل,X X ItemName ItemName
عايزة اتنين سموكي تشيز,X itemnumber PredefinedMealName PredefinedMealName
وريني الطلبات القديمة,X X X
ممكن اختار رقم 2,X X X X
زود 3 اوريجينال انجوس منغير طماطم لو سمحت,X itemnumber ItemName ItemName Exclude Topping_Exclude X X
ابغى اطلب طبق سيفود,X X ItemName ItemName
فيك تفرجيني الكارت,X X X
حجم صغير,X ItemSize
خليني اشرحلك المشكلة,X X X
ممكن توريني المنيو,X X X
بدي شوف منيو السلطات بماكدونالدز بليز,X X X X X X
وجبة ماك راب منغير طماطم,PredefinedMealName PredefinedMealName PredefinedMealName Exclude Topping_Exclude
ممكن تبعتلي الحساب عالرقم ده 01157899634,X X X X X phone
كنت عايزة اعمل تعديل في العنوان,X X X X X X
01547869351 هذا الرقم الجديد حقى غيره مكان الرقم القديم من فضلك,phone X X X X X X X X X X
عايز بطاطس مش خضار,Include Topping_Include Exclude Topping_Exclude
ازيك,X
بدياك تساعدني يا خيي,X X X X
عايز اضيف العنوان الجديد,X X X X
ابى شوف الطلبات يلي طلبتها من جبل,X X X X X X X
محتاج ساندويتش زنجر من غير كاتشب,X ItemName ItemName Exclude Exclude Topping_Exclude
عايز احذف عنواني لو سمحت,X X X X X
عايزة اشيل عنوان البيت بتاعي,X X X X X
فيك تفرجيني قائمة الطعام,X X X X
فيك تبعتلي منيو المشروبات في اريجاتو,X X X X X X
هاكتب عنواني,X X
اعرضلي اكلي المفضل,X X X
غير لي العنوان المسجل,X X X X
كدايرة,X
ممكن احط العنوان بتاعي,X X X X
بليز ازا فيك تغيرلي عنواني المسجل عندك,X X X X X X X
اديهالي حجم وسط,X X ItemSize
وشنو كاين الاوردر,X X X
بدياك تفرجيني اوردري المفضل,X X X X
سويلي هاي الاوردر بليز 2 بيتزا مارجريتا مع بيبسي,X X X X ItemSize ItemName ItemName Include Topping_Include
ابا غير رقم الهاتف,X X X X
ممكن اضيف عنوان بيتي,X X X X
شكون بدو يساعدني,X X X
ممكن اتساعدني,X X
اذا بتريد تزودلي بروكلي مشوي عليه جبنة,X X X ItemName ItemName Include Topping_Include
فيك تغير لي عنوان البيت,X X X X X
فرجيني طعامي المفضل,X X X
عايز اراجع الطلبات,X X X
ممكن خطواط اضافة العنوان,X X X X
ابغي واحدة تشيكن سوبريم بيتزا بغير الفلفل,X itemnumber ItemName ItemName ItemName Exclude Topping_Exclude
السوبر ستار ميل لو سمحت,PredefinedMealName PredefinedMealName PredefinedMealName X X
هاطلب وجبة التشيكن ستربس,X itemnumber ItemName ItemName
اذا فيك تطلعنى على طلب854355,X X X X OrderNumber
عايزة احدث البيانات,X X X
عطيني القائمة المفضلة,X X X
شوفلي الاوردر فاضله قد ايه,X X X X X
هيك بيكون العنوان,X X X
منيح,X
مع السلامة,X X
عايز اشوف المقبلات الي في المنيو من فضلك,X X MenuName X X X X X
سوف اقوم بتبديل رقم المحمول,X X X X X
من فضلك عايز اغير الرقم,X X X X X
ابعتلي كله من الأول,X X X X
ممكن نراجع الاوردر بقى,X X X X
ابي واحد برياني الفراخ,X itemnumber ItemName ItemName
بدي شوف الكارت تبعي,X X X X
الأكل هييجي في قد ايه,X X X X X
هاكا,X
ممكن اشوف الحاجات الي طلبتها,X X X X X
عايز حجمها كبير من فضلك,X X ItemSize X X
2 فول اسكندراني,itemnumber ItemName ItemName
انتقل الى المنيو الرئيسي,X X X X
ابي حدث رقم الجوال,X X X X
صار فيك تتابع الاوردر,X X X X
ايه الي موجود في قائمة الطعام,X X X X X X
فاضله قد ايه,X X X
زودني بالطلبات السابقة,X X X
ابى اشوف الاوردر الفائت بعنوان5845,X X X X OrderNumber
فرايز,ItemName
راح اخذ الحجم الكبير,X X X ItemSize
فيني غير عنوان منزلي,X X X X
شفيتش,X
فيك تساعدني تأطلب الاوردر بليز,X X X X X
حابب اعدل رقم هاتفى للرقم 93595935 بدل الرقم القديم المحفوظ عندكم,X X X X X phone X X X X X
ابا بدل رقم الجوال,X X X X
راخ اخد فراخ مشوية مع طبق ارز كبير,X X ItemName ItemName Include Topping_Include Topping_Include ItemSize
ممكن منيو السلطات بماك,X X X X
حضروا لي طبق سلطة خضرا صغير بدون بصل,X X X ItemName ItemName ItemSize Exclude Topping_Exclude
ابا بدل رقم جوالي,X X X X
عايزة الأكل المسجل,X X X
شو الاكل يلي عندكن,X X X X
هلا هلا,X X
عايز اجرب ال تشيز برجر مع اكسترا صوص,X X X ItemName ItemName Include X Topping_Include
عايز الغي عنواني لو سمحت,X X X X X
النهارده كام فى الشهر,X X X X
مرة سبايسي,X X
بغيت اتكلم مع بنادم,X X X X
اخوي ابي استفتسر عن شي ممكن,X X X X X X
وشنهى الطلب رقم 984430 ماوصل الى الان,X X X OrderNumber X X X
من فضلك ورينى الطلبات اللى قبل كدا,X X X X X X X
راح اطلب طبق سلطة كبير,X X ItemName ItemName ItemName
زيادة,X
عايزة الاوردرات المسجلة,X X X
حدثلى رقم جوالى للرقم 201524857,X X X X phone
بتقدر توصلنى مع ممثل خدمه العملاء,X X X X X X
عايزة احدث عنواني,X X X
رقم 9,X X
فيك تراجع الطلبات بليز,X X X X
كان بدي الغي العنوان,X X X X
هياخد وقت قد ايه,X X X X
داير تساعدني,X X
اختار اللغة العربية,X X Language
خاطر على بالى القى نظره على منيوهات المطاعم فى العين,X X X X X X X X X X
فيني زود وجبة الجراند تشيكن اذا بتريد,X X ItemName ItemName ItemName X X
فيني تابع الاوردر حجي,X X X X
ابغا 4 وجبات كله بيج ماك,X itemnumber X X ItemName ItemName
اريد الذهاب للمرحلة التالية,X X X X
هاخد 2 بيبروني بيتزا كبير مع تشيلي صوص,X itemnumber ItemName ItemName ItemSize Include Topping_Include Topping_Include
صرت بدي اذهب للقائمة الرئيسية,X X X X X
خليني شوف ايه الموجود اذا بتريد,X X X X X X
ابي غير رقم الجوال تبعي,X X X X X
اذا فيك تغيرلي رقمي,X X X X
ودى فى بعض القوائم للمطاعم فى السعوديه,X X X X X X X
ممكن تخليلي الرقم دا 0125968684 هو رقمى الجديد مكان القديم,X X X X phone X X X X X
ابى بيج ماك من غير طماطم,X ItemName ItemName Exclude Exclude Topping_Exclude
ابغى ارجع للمنيو الرئيسي,X X X X
عايزة اضيف العنوان الجديد,X X X X
فيك تعرض طلبي المفضل,X X X X
قداي سعر هيدا,X X X
ودى فى بيف برجر من غير طماطم,X X ItemName ItemName Exclude Exclude Topping_Exclude
منفضلك احتاج لاى شخص لاتحدث معاه,X X X X X X
اذا بدك تحضرلي الشيك,X X X X
بدي حدث البيانات تبعي,X X X X
اقدر اروح للمرحلة الي بعد كدا,X X X X X X
عنواني اصبح مختلف الأن,X X X X
لو سمحت عايزة اغير نمرتي,X X X X X
عايزة احذف عنوان البيت,X X X X
فيني اتطلع عاالأكل ياي طلبته من قبل,X X X X X X X
ده الاوردر بتاعي 2 ساندوتش فراخ مع باكت بطاطس,X X X itemnumber ItemName ItemName Include Topping_Include Topping_Include
مع الشيدر صوص,Include Topping_Include Topping_Include
راح فرجيكم العنوان تبعي,X X X X
هيوصلنى في خلال قد ايه,X X X X X
بدي اتحدث مع حدا يفهم علي,X X X X X X
بغيت اعرف كذا شغله,X X X X
ممكن توريني ساندوتشات ماكدونالدز,X X X X
هاخدها حجم كبير,X X ItemSize
ابغى ابدل اللغه للعربيه,X X X Language
فيني شوف الطلبات اذا بتريد,X X X X X
هزود وجبة الجراند تشيكن,X ItemName ItemName ItemName
بونابريميدى,X
ممكن تبعتلي قائمة الطعام,X X X X
فيني اذهب للقائمة الرئيسية,X X X X
اقدر امسح الكرانشي تشيكن ميل,X X ItemName ItemName ItemName
احضر لي طبق مكرونة مع الماشروم,X X ItemName ItemName Include Topping_Include
فيني اخذ الحساب حجي,X X X X
كيتكات,X
وجبة الماك راب ضيفهالي,PredefinedMealName PredefinedMealName PredefinedMealName X
ممكن احذف وجبه نيو تويستر من الاوردر,X X X ItemName ItemName X X
فيك تعرضلي منيو المشاوي,X X X MenuName
عايز اشوف منيو الشوربة,X X X MenuName
تورتيلا,X
عايزة اتكلم بالعربية من فضلك,X X Language X X
بديانى استفسر عن شي,X X X X
ابي راجع على الطلبات حجي,X X X X X
ايه الحل طيب,X X X
هستلمه في خلال قد ايه,X X X X X
الثامن,X
ابي اطلب ساندوتش بيج ماك,X X ItemName ItemName ItemName
اعرض لي الطلبات المسجلة,X X X X
اقدر ارجع للقائمة الرئيسية,X X X X
ممكن اتطلع على الاوردرات اللى طلبتها,X X X X X X
عايزة احط عنواني الجديد,X X X X
اقدر اروح للخطوة التالية,X X X X
شو الخطوة التالية,X X X
فيك تعطيني الفاتورة الحين,X X X X
من فضلك اعطني الفاتورة,X X X X
بديانى اضع هذا الرقم 201504806 كرقم اساسي لي,X X X X phone X X X
الفاتورة ارجوتش,X X
انا عملت اوردر و ماوصلش,X X X X X
عايز اراجع على الاوردر,X X X X
عسلاما,X
عايز 2 بيتزا مارجريتا حجم متوسط,X itemnumber ItemName ItemName X ItemSize
عايزة اشوف الكارت لو سمحت,X X X X X
صار بدي اسأل على شي,X X X X X
انا بدي اطلب 2 بيتزا بيبروني كبار,X X X itemnumber ItemName ItemName ItemSize
اطلبلي وجبة الدويتو,X ItemName ItemName
ممكن اشوف الاوردرات الي طلبتها قبل كدا من فضلك,X X X X X X X X X
صباح الخير يا خيي,X X X X
بدي 3 فرايز حجم كبير بليز,X itemnumber ItemName X ItemSize X
ممكن تبعتلي الاوردرات السابقة,X X X X
فيني سجل محل الاقامة,X X X X
بدي ضيف عنوان سكني,X X X X
معدتش عايز الفراخ المشوية الغيها,X X ItemName ItemName X
كرانشي تشيكن ميل,ItemName ItemName ItemName
خليني تابع باللغة العربية,X X X Language
عايز اوريجينال انجوز بدون اضافة خيار مخلل,X PredefinedMealName PredefinedMealName Exclude Exclude Topping_Exclude Topping_Exclude
فيك تفرجيني منيو البيف برجر ف ماك بليز,X X X X X X X X
فيك تعرضلي المشويات في شاورماتك,X X X X X
ممكن اغير رقم الموبايل,X X X X
ممكن اتطلععلى الاوردرات السابقة,X X X X
عايز ممثل خدمة عملاء اتكلم معاه,X X X X X X
شو الخطوة يلي جاية,X X X X
عايز احذف العنوان لو سمحت,X X X X X
حار,X
اعرض لي الوجبات العائلية في بيتزا هت,X X X X X X X
عايز ارجع لقائمة تغيير البيانات,X X X X X
ماعليش نْسْقْسيك,X X
صباح النور,X X
ممكن اشوف محتويات الاوردر رقم 857,X X X X X OrderNumber
فيك تنتقل للخطوة يلي بعد هيك,X X X X X X
شنو هو ملخص الطلب حقي,X X X X X
عندي مشكلة كبيرة,X X X
عايز 2 بيتزا مارجريتا حجم كبير,X itemnumber ItemName ItemName X ItemSize
فيك توصلني بحدا من خدمة العملا بليز,X X X X X X X
من فضلك عايز اسجل عنوان بيتي,X X X X X X
امتى هيوصل الأكل,X X X
عايز قائمة تحديث البيانات,X X X X
ابغا القى نظره على قائمتى المفضله,X X X X X X
خليني اطلب 3 بيتزا خضروات و وجبة التوفير,X X itemnumber ItemName ItemName X PredefinedMealName PredefinedMealName
بدي ضيف عنوان المنزل,X X X X
اعرضلي الطلبية حقي,X X X
ابي الغي عنوان السكن تبعي,X X X X X
انا بدي ضيف العنوان تبعي,X X X X X
خليني ابدل رقم جوالي,X X X X
شوفلي الاوردر وصل لحد فين,X X X X X
عايز احدث البيانات,X X X
اعرض لي الاوردر المعتاد من فضلك,X X X X X X
اذا فيك تعرفلي قديش وقت باقي عالاوردر,X X X X X X X
داير بخاطرى تبديل مكان السكن,X X X X X
بدي ضيف وجبة الدويتو,X X ItemName ItemName
عايز اعرف الاوردر بيوصل في قد ايه,X X X X X X X
باقي قديش وقت تا يوصل الاوردر,X X X X X X
فيني انتقل للخطوة يلي بعد اذا بتريد,X X X X X X X
بدي اطلب اشيا,X X X
عايز بيتزا خضروات صغيرة,X ItemName ItemName ItemSize
كنت عايزة اضيف عنوان المنزل,X X X X X
شحو الحساب من فضلك,X X X X
ابي نفر بريانى دجاج,X itemnumber ItemName ItemName
فيك تزودني بالمنيو من فضلك,X X X X X
بدي شوف المنيو تبع المطعم اذا بتريد,X X X X X X X
تقدر تنقلني لممثل خدمة عملاء,X X X X X
حجم كبير,X ItemSize
ليش لهلا ما وصل الاوردر,X X X X X
ممكن اتابع الأوردر الي طلبته من شوية,X X X X X X X
هاطلب بيبروني بيتزا,X ItemName ItemName
اريد الاطلاع على الكارت,X X X X
فيك تفرجيني منيو العصائر بستاربكس اذا بدك,X X X X X X X
ممكن الشيك دلوقتي,X X X
كنت عايز اسجل عنوان بيتي,X X X X X
ابي اضيف رقم جوال غير المتسجل عندك,X X X X X X X
فيك تطلبلي وجبة التربل بوكس,X X PredefinedMealName PredefinedMealName PredefinedMealName
هلأ بدي احذف الجراند تشيكن,X X X ItemName ItemName
اذا فيك تخليني سجل عنواني,X X X X X
بدي اتكلم مع شي شخص,X X X X X
عايز ادخل عنوان البيت,X X X X
هلأ بدي ضيف العنوان اذا بتريد,X X X X X X
بلكي تعطيني الفاتورة,X X X
ابي ارز مو خضار,Include Topping_Include Exclude Topping_Exclude
بدي خبركن بالعنوان,X X X
اقدر اشوف اوردراتي المفضلة,X X X X
عايزة اسجل عنوان المنزل,X X X X
منفضلك بدى اتفرج على الاوردرات الشائعه لدى,X X X X X X X
ممكن اتابع الطلبات,X X X
يفضل تكلمني عربي,X X Language
فينا ننتقل للمرحلة التالية,X X X X
راح اطلب طلب,X X X
عايز منيو ارابياتا جامعة الدول,X X X X X
كنت عايز اضيف العنوان,X X X X
زودني بالاوردر حقي,X X X
فاضل قد ايه على الاوردر,X X X X X
عاوز اشوف الطلبات المعتادة,X X X X
لفين وصل الاوردر15846 الان,X X OrderNumber X
اريد ان اغير رقم هاتفي,X X X X X
كنت عايز اراجع الطلبات لو سمحت,X X X X X X
هل يمكنني الرجوع الى المنيو,X X X X X
فيني تابع الاوردر تبعي,X X X X
ابكم الفاتورة,X X
داير ع بالى اشوف ايش طلب,X X X X X X
داير على بالى القى نظره على الاشيا اللى طلبتها,X X X X X X X X X
اهو تعديل رقم هاتفى الخلوى للرقم 894843058,X X X X X X phone
صارلي زمان ماني عارف اطلب شي,X X X X X X
هلأ في شغلة بدي استفسر عنها,X X X X X X
الاوردر هيوصل امتى,X X X
عايز اشوف الأول منيو المقبلات,X X X X MenuName
ارغب في متابعة الاوردر,X X X X
انا جيعان,X X
عاوز احذف العنوان لو سمحت,X X X X X
عايز اطلب كلوب ساندويتش بالدجاج مع بطاطس مقلية لو سمحت,X X ItemName ItemName ItemName Include Topping_Include Topping_Include X X
بدي تابع هاي 5214412,X X X OrderNumber
ابى شوف المنيو يا خيي,X X X X X
عايز حجمها كبير من فصلك,X X ItemSize X X
داير غير اللغة,X X X
سوف اضيف رقم هاتفي الجديد,X X X X X
اقدر اشوف الكارت,X X X
فيك تخبرني شو يلي موجود بمنيو المقبلات بستيك اوت,X X X X X X X X X
صرت بدي الغي الماك دينار,X X X ItemName ItemName
ممكن اضيف عنوان بيتي,X X X X
حابب شوف الطلبات يلي طلبتها مرة تانية,X X X X X X X
داير شوف منيو المقبلات بسبيكترا,X X X X X
فيني اطلع على الكارت تبعي,X X X X X
بلغني بمعاد الاوردر لو سمحت,X X X X X
فيني انتقل الي قائمة الوجبات بماك بليز,X X X X X X X
بدون جبن,Exclude Topping_Exclude
كنت عايز امسح العنوان,X X X X
و بعدين,X X
بعد اذنك عايزة حجمهم كبار,X X X X ItemSize
فاضل اد ايه على الأوردر,X X X X X
ابغى اتطلع على اوردراتي السابقة,X X X X X
هل يمكنني الذهاب للمرحلة التالية,X X X X X
هاطلبها منغير زيتون,X Exclude Topping_Exclude
ممكن اشوف منيو بتاع النهاردة,X X X X X
اعرضلي الطلبات الي طلبتها,X X X X
راح ادخل رقم محمولي الجديد,X X X X X
فرجيني الاوردرات السابقة,X X X
داعبالى تحويل مكان اقامتى,X X X X
فيك تحذف عنواني المسجل بليز,X X X X X
لو سمحت عايز اغير رقم تليفوني,X X X X X X
عندي عنوان أخر,X X X
عايز اتنين فته شاورما وسط من غير توميه وكاتشب,X itemnumber ItemName ItemName ItemSize Exclude Exclude Topping_Exclude Topping_Exclude
عايز الغي الكرانشي تشيكن ميل,X X ItemName ItemName ItemName
مدري ليش اتاخر الاوردر,X X X X
من فضلك عايز الغي وجبة العائلة,X X X X ItemName ItemName
هيخلص في خلال قد ايه,X X X X X
اعرض الطعام المفضل,X X X
عايزة افتح قائمة تغيير البيانات,X X X X X
راح فرجيكن عنواني,X X X
كومبو,ItemSize
بدي اطلب باستا اذا بتريد,X X ItemName X X
عايزة اعرف الاوردر فاضله قد ايه,X X X X X X
ابعتلي الاوردرالي طلبته,X X X
يسيش,X
ابي غير عنوان السكن تبعي,X X X X X
عايزة اتواصل مع حد من خدمة العملاء,X X X X X X X
عسلامة بوت,X X
بدي ضيف عنوان الشغل لتوصيل الاوردر,X X X X X X
فيني احاسب الحين,X X X
امتى راح يجي الاكل,X X X X
عطيني الكارت حقي,X X X
ارغب في اضافة رقم ثابت,X X X X X
شحو الشيك,X X
بدي استفسر عن اشيا,X X X X
ايش المشكل مع اكلى,X X X X
ممكن اعرف منيو اكتوبر شو الطبخ اليوم,X X X X X X X
بدي شوف الاكل يلي بطلبوا عاطول,X X X X X X
من فضلك حط العنوان الجديد بتاعى كاساسى,X X X X X X X
بغيت انتقل للخطوة التالية,X X X X
ابي راجع عالأوردر حجي,X X X X
ابغى امسح عنوان البيت حقي,X X X X X
اشلونكم,X
اقدر اتواصل مع حد من خدمة العملاء,X X X X X X X
بلكي اسأل عن شي,X X X X
وش سوي المرحلة الجاية,X X X X
هل بامكاني تغيير اللغة الى انجليزية,X X X X X Language
ممكن ازود وجبة الدويتو,X X ItemName ItemName
بدي ضيف عنوان بيتي,X X X X
بدي سوي اوردر و ماني عارفة,X X X X X X
شحالك,X
داير على خاطرى ابدل مكان اقامتى الحاليه,X X X X X X X
شاي,X
هبعت محل الاقامة بتاعي,X X X X
ابغى الفاتورة يا اخي,X X X X
كم الحساب الخاص بالاوردر,X X X X
سوف اقوم بتعديل عنواني,X X X X
بغيت نحدث البلاصة,X X X
راح اتحدث بالانجليزية,X X Language
ممكن تساعدني,X X
ابا اسألك عا شي,X X X X
فيه اشيا ماني فاهمها,X X X X
عاوزين نطلب 2 فرخة مشوية مع طبق ارز كبير,X X itemnumber ItemName ItemName Include Topping_Include Topping_Include ItemSize
ابغى استفسر عن اشيا,X X X X
عايزة اتابع اوردر رقم 545415,X X X X OrderNumber
ممكن استسفر عن حاجة,X X X X
فيك تساعدني بشي شغلة,X X X X
باضافة جبن,Include Topping_Include
بدي سوي تعديل لرقمي بليز,X X X X X
يعطيك العافية ارسلي المنيو,X X X X
عايزة احول اللغة,X X X
عايز 5 كشري وسط زيادة تقلية,X itemnumber ItemName ItemSize Include Topping_Include
